timestamp,bid,ask,refined_state,forecasted_vol_bid,forecasted_vol_ask,positions_bid,positions_ask,adjusted_position_size_bid,adjusted_position_size_ask
2024-11-04 14:25:59.024,1.09032,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:03.485,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:07.272,1.09031,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:09.597,1.09029,1.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:09.701,1.09029,1.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:09.804,1.09028,1.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:10.474,1.09027,1.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:11.084,1.09028,1.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:11.594,1.09027,1.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:21.712,1.09029,1.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:21.817,1.09029,1.09031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:21.921,1.0903,1.09031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:22.077,1.09028,1.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:22.182,1.09028,1.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:22.491,1.09028,1.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:22.783,1.09027,1.09028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:22.894,1.09026,1.09028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:22.999,1.09026,1.09027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:24.986,1.09027,1.09028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:25.396,1.09027,1.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:27.471,1.09027,1.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:27.576,1.09029,1.09031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:28.294,1.09028,1.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:28.702,1.09028,1.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:28.806,1.09027,1.09028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:30.081,1.09028,1.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:33.779,1.09029,1.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:37.266,1.09031,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:37.373,1.09031,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:37.735,1.0903,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:38.448,1.09031,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:38.561,1.09032,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:42.112,1.09033,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:42.216,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:42.323,1.09036,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:42.484,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:42.742,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:42.897,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:43.102,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:43.206,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:43.310,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:48.665,1.09032,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:49.127,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:49.334,1.09032,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:51.298,1.09032,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:51.604,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:52.067,1.09035,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:52.223,1.09036,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:52.637,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:52.740,1.09035,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:52.844,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:53.605,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:53.709,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:53.812,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:57.814,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:59.835,1.09033,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:26:59.938,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:00.042,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:00.960,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:01.116,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:01.170,1.09036,1.09038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:01.275,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:01.892,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:01.997,1.09036,1.09038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:02.307,1.09036,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:02.411,1.09035,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:04.677,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:05.646,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:05.900,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:10.853,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:11.867,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:12.021,1.09033,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:12.687,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:14.159,1.09033,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:14.263,1.09032,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:15.133,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:15.340,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:15.446,1.09035,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:15.604,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:15.708,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:23.901,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:24.007,1.09033,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:24.112,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:24.267,1.09036,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:24.373,1.09035,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:24.476,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:24.680,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:24.733,1.09036,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:24.786,1.09036,1.09038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:25.658,1.09037,1.09038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:25.762,1.09036,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:26.028,1.09036,1.09038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:26.335,1.09036,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:26.439,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:26.543,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:27.054,1.09035,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:28.026,1.09036,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:28.285,1.09035,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:29.405,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:29.509,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:36.116,1.09033,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:36.220,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:37.594,1.09032,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:41.642,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:41.745,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:42.359,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:42.464,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:42.570,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:42.725,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:45.666,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:45.770,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:45.874,1.09034,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:46.281,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:46.385,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:49.011,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:49.064,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:27:50.490,1.09033,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:00.082,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:00.291,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:00.345,1.09035,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:00.450,1.09036,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:00.554,1.09037,1.09038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:01.167,1.09037,1.09039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:01.325,1.09035,1.09037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:01.430,1.09036,1.09038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:02.093,1.09037,1.09038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:02.196,1.09037,1.09039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:02.710,1.09039,1.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:02.765,1.09041,1.09042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:02.871,1.0904,1.09042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:03.485,1.0904,1.09043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:03.640,1.0904,1.09042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:04.200,1.09039,1.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:04.305,1.0904,1.09041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:04.409,1.0904,1.09042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:04.717,1.0904,1.09041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:06.741,1.09041,1.09042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:07.325,1.0904,1.09041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:07.428,1.09039,1.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:08.195,1.09041,1.09042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:08.249,1.0904,1.09041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:08.403,1.09038,1.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:09.215,1.09039,1.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:09.319,1.09039,1.09042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:09.526,1.0904,1.09042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:09.733,1.09039,1.09042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:10.144,1.09038,1.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:11.165,1.09038,1.09039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:11.269,1.09038,1.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:18.677,1.09037,1.09039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:18.784,1.09036,1.09038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:20.868,1.09035,1.09038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:22.500,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:22.554,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:22.658,1.09032,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:22.761,1.0903,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:24.135,1.09031,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:24.342,1.09031,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:26.069,1.09031,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:29.615,1.0903,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:30.075,1.09031,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:30.178,1.09031,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:31.145,1.09031,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:33.168,1.09031,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:34.944,1.09032,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:36.218,1.09033,1.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:38.568,1.09035,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:38.725,1.09034,1.09036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:39.185,1.09032,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:39.289,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:43.081,1.09032,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:43.184,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:43.742,1.09032,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:43.845,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:44.305,1.09032,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:44.708,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:45.924,1.09032,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:46.129,1.09033,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:46.337,1.09032,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:46.492,1.09031,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:46.596,1.0903,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:47.310,1.09031,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:48.475,1.0903,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:52.265,1.09031,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:52.420,1.0903,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:53.130,1.09031,1.09034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:55.910,1.0903,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:57.241,1.0903,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:57.801,1.09029,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:28:59.947,1.09028,1.09031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:00.105,1.0903,1.09031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:00.157,1.0903,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:00.260,1.0903,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:00.466,1.0903,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:00.772,1.0903,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:00.926,1.0903,1.09033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:01.435,1.0903,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:01.539,1.09029,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:01.643,1.09029,1.09031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:02.053,1.09029,1.09032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:02.157,1.09029,1.09031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:02.618,1.09029,1.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:02.823,1.09029,1.09031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:02.926,1.09027,1.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:03.336,1.09027,1.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:05.973,1.09027,1.09028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:06.176,1.09027,1.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:07.390,1.09025,1.09026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:07.443,1.09024,1.09025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:07.547,1.09024,1.09026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:07.650,1.09023,1.09026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:07.755,1.09024,1.09026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:07.858,1.09025,1.09027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:10.750,1.09024,1.09025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:10.853,1.09023,1.09025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:11.513,1.09023,1.09024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:12.278,1.09022,1.09024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:12.484,1.09022,1.09023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:12.588,1.09022,1.09024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:14.070,1.09022,1.09023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:14.174,1.09021,1.09023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:14.278,1.0902,1.09022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:14.433,1.09019,1.09022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:14.893,1.09019,1.09021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:15.356,1.09019,1.09022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:15.561,1.0902,1.09022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:15.767,1.09019,1.09022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:16.072,1.0902,1.09022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:16.275,1.09019,1.09022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:16.480,1.09021,1.09022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:16.990,1.0902,1.09022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:17.094,1.09018,1.0902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:19.131,1.09018,1.09019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:19.235,1.09017,1.09018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:20.407,1.09016,1.09018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:20.613,1.09015,1.09017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:20.716,1.09014,1.09016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:21.279,1.09015,1.09016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 14:29:21.486,1.09014,1.09016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
